hood_id,name,geometry
196,West Chesterfield,"list(c(-87.61448144, -87.61425429, -87.62421819, -87.62470642, -87.61448144, 41.73634614, 41.72190039, 41.72186537, 41.73631272, 41.73634614))"
197,Burnside,"list(c(-87.6146087, -87.59545065, -87.59507128, -87.59201325, -87.588843, -87.58681868, -87.6141249, -87.6146087, 41.73654082, 41.73680716, 41.73602919, 41.731841, 41.72619788, 41.72221014, 41.72189958, 41.73654082))"
198,East Chatham,"list(c(-87.60525259, -87.59696694, -87.60036959, -87.60490027, -87.60525259, 41.75131398, 41.75135812, 41.7367417, 41.73667357, 41.75131398))"
199,Marynook,"list(c(-87.58578726, -87.58561387, -87.59558117, -87.59760869, -87.59307884, -87.59303765, -87.58578726, 41.74420919, 41.73684051, 41.73671105, 41.74050478, 41.74047568, 41.74406226, 41.74420919))"
200,Avalon Park,"list(c(-87.58583236, -87.58578839, -87.59886427, -87.59709528, -87.58583236, 41.7514801, 41.74411226, 41.74390577, 41.75145588, 41.7514801))"
201,Stony Island Park,"list(c(-87.58585035, -87.57390931, -87.57370415, -87.58574104, -87.58585035, 41.74992915, 41.74161082, 41.73705321, 41.73703522, 41.74992915))"
202,Princeton Park,"list(c(-87.63396441, -87.62425592, -87.62408987, -87.63366875, -87.63396441, 41.72997128, 41.7302026, 41.72176763, 41.72143859, 41.72997128))"
203,Calumet Heights,"list(c(-87.59545065, -87.56787926, -87.54695707, -87.5866893, -87.59545065, 41.73680716, 41.7371115, 41.72281673, 41.72220929, 41.73680716))"
204,Pill Hill,"list(c(-87.57935636, -87.57068416, -87.57074836, -87.5794187, -87.57935636, 41.72962593, 41.72976258, 41.72433427, 41.72429454, 41.72962593))"
205,Grand Crossing,"list(c(-87.58622663, -87.58583348, -87.60525259, -87.60560502, -87.59576379, -87.59584664, -87.59273569, -87.59231377, -87.58622663, 41.77329443, 41.75138316, 41.75131398, 41.76595435, 41.76598853, 41.77006059, 41.77033141, 41.77323692, 41.77329443))"
206,Jackson Park Heighlands,"list(c(-87.57651263, -87.57659694, -87.58125806, -87.58147513, -87.58143325, -87.57651263, 41.77342473, 41.76625165, 41.76628226, 41.7698705, 41.77345704, 41.77342473))"
207,South Shore,"list(c(-87.58570291, -87.58609601, -87.58169109, -87.58151927, -87.57646975, -87.57638314, -87.56628181, -87.56649673, -87.55872707, -87.55424823, -87.55633138, -87.5469811, -87.54673167, -87.58570291, 41.75147925, 41.77339053, 41.77355567, 41.76609009, 41.76605693, 41.77342388, 41.77345382, 41.76628162, 41.76632644, 41.76193381, 41.7609785, 41.75267488, 41.75189764, 41.75147925))"
208,Park Manor,"list(c(-87.62552142, -87.62241224, -87.61548929, -87.61549793, -87.60578402, -87.60543044, -87.63145845, -87.62628925, -87.6252342, -87.62521182, -87.62552142, 41.77994136, 41.7800191, 41.77367489, 41.77289941, 41.77303219, 41.75848877, 41.75806907, 41.76899174, 41.77073019, 41.77276581, 41.77994136))"
209,Parkway Gardens,"list(c(-87.62228167, -87.61554636, -87.61561662, -87.62228167, 41.78011524, 41.78017029, 41.77386956, 41.78011524))"
210,West Woodlawn,"list(c(-87.61574268, -87.60602792, -87.60608927, -87.61567587, -87.61574268, 41.78579409, 41.78582994, 41.78040164, 41.7801711, 41.78579409))"
211,Woodlawn,"list(c(-87.5865984, -87.58635499, -87.61549577, -87.61567587, -87.60621987, -87.60615634, -87.5865984, 41.78589917, 41.77339221, 41.77309328, 41.7801711, 41.78030552, 41.7859277, 41.78589917))"
212,Washington Park,"list(c(-87.62605766, -87.61608029, -87.61567478, -87.62551928, -87.62605766, 41.80185329, 41.80198531, 41.78026804, 41.78013523, 41.80185329))"
213,Hyde Park,"list(c(-87.60675063, -87.58757191, -87.58682275, -87.58700178, -87.58877661, -87.60626614, -87.60675063, 41.80212056, 41.80248235, 41.80005397, 41.79578975, 41.78794907, 41.78767333, 41.80212056))"
214,Kenwood,"list(c(-87.60420459, -87.59150405, -87.58958527, -87.58718551, -87.60428701, -87.60420459, 41.80956885, 41.80977835, 41.80763325, 41.80228596, 41.80229883, 41.80956885))"
215,North Kenwood,"list(c(-87.60438128, -87.59621677, -87.59137449, -87.60446261, -87.60438128, 41.8168405, 41.81688534, 41.80977751, 41.80966743, 41.8168405))"
216,South Chicago,"list(c(-87.54685871, -87.54663745, -87.55160892, -87.55162021, -87.54993675, -87.54840449, -87.54827607, -87.54268236, -87.54257412, -87.53915682, -87.53919981, -87.54185888, -87.544059, -87.54657527, -87.54813828, -87.58588393, -87.58586639, -87.54685871, 41.75188742, 41.7445552, 41.74458913, 41.74365832, 41.74155237, 41.7397965, 41.73758477, 41.73766278, 41.73382213, 41.73379856, 41.73030804, 41.72881369, 41.72673433, 41.72419165, 41.72338781, 41.74993708, 41.75144965, 41.75188742))"
217,The Bush,"list(c(-87.54685871, -87.54452665, -87.54397927, -87.54118133, -87.54095931, -87.54468757, -87.54470322, -87.54843141, -87.54840024, -87.55162021, -87.55160892, -87.54663603, -87.54685871, 41.75188742, 41.7519878, 41.74593329, 41.7460304, 41.73881451, 41.73884017, 41.73756031, 41.73758583, 41.74014556, 41.74365832, 41.74458913, 41.74467155, 41.75188742))"
218,Jefferey Manor,"list(c(-87.55981661, -87.56959867, -87.56987754, -87.5796794, -87.56041733, -87.56044522, -87.55952179, -87.55981661, 41.70799099, 41.70805642, 41.71073459, 41.72243541, 41.72265654, 41.72032951, 41.71962512, 41.70799099))"
219,Vet's Park,"list(c(-87.56041733, -87.54690291, -87.54692419, -87.54772338, -87.54901103, -87.55957204, -87.55952179, -87.56060052, -87.56041733, 41.72265654, 41.72279756, 41.72105229, 41.71919598, 41.71548123, 41.71543646, 41.71962512, 41.72033055, 41.72265654))"
220,Slag Valley,"list(c(-87.55957204, -87.54916631, -87.54997384, -87.55157459, -87.55269247, -87.55581603, -87.55831561, -87.55943312, -87.55957204, 41.71543646, 41.71548229, 41.71292785, 41.70898247, 41.70643012, 41.7049386, 41.70367551, 41.70112309, 41.71543646))"
221,South Deering,"list(c(-87.55935181, -87.56167762, -87.56626292, -87.56683143, -87.56915352, -87.56959867, -87.55935359, -87.55935181, 41.69495539, 41.69520375, 41.70128525, 41.70571077, 41.70630804, 41.70805642, 41.70775515, 41.69495539))"
222,East Side,"list(c(-87.54053253, -87.53509683, -87.53203697, -87.53195106, -87.52363588, -87.52446403, -87.52589311, -87.53111522, -87.53980668, -87.54523743, -87.54593457, -87.54452167, -87.54325827, -87.54304886, -87.54038355, -87.53910698, -87.53906257, -87.5398104, -87.54053253, 41.72298651, 41.72294888, 41.71920403, 41.7136181, 41.70797448, 41.691457, 41.6889071, 41.68091471, 41.68097506, 41.68112879, 41.70033323, 41.70160351, 41.70334025, 41.70776054, 41.70983668, 41.71262053, 41.71622742, 41.71855981, 
41.72298651))"
223,East Hyde Park,"list(c(-87.58881046, -87.58614925, -87.58322033, -87.58309876, -87.58419267, -87.58359102, -87.58141956, -87.58081937, -87.57993822, -87.58662644, -87.58637628, -87.58901917, -87.58739708, -87.58673331, -87.58699703, -87.58805315, -87.58881046, 41.80592523, 41.80742062, 41.80519071, 41.80228093, 41.80182263, 41.80007331, 41.79959368, 41.79772799, 41.79330055, 41.7931115, 41.78787369, 41.78789084, 41.79369831, 41.79730115, 41.80137544, 41.80417493, 41.80592523))"
224,Chinatown,"list(c(-87.63403199, -87.63793008, -87.64232273, -87.64372113, -87.64063291, -87.63928674, -87.63710083, -87.63275498, -87.63083837, -87.63053388, -87.63039558, -87.63101593, -87.6323507, -87.63377192, -87.63403199, 41.84562594, 41.84627087, 41.8472914, 41.84860446, 41.84989053, 41.85143557, 41.85378314, 41.85605538, 41.85654069, 41.85399165, 41.85144362, 41.84790621, 41.84741735, 41.84661838, 41.84562594))"
225,Dearborn Park,"list(c(-87.63051844, -87.62744325, -87.62722565, -87.63021724, -87.63051844, 41.87057926, 41.87056039, 41.86012186, 41.86014021, 41.87057926))"
226,Printers Row,"list(c(-87.63071199, -87.62763656, -87.62752636, -87.63051776, -87.63071199, 41.87567478, 41.87565592, 41.87056091, 41.87064138, 41.87567478))"
227,Prairie District,"list(c(-87.62373203, -87.62398476, -87.61841847, -87.61762281, -87.61758197, -87.62373203, 41.85289367, 41.86010188, 41.85994312, 41.85676972, 41.85297976, 41.85289367))"
228,Central Station,"list(c(-87.62415237, -87.62032935, -87.61360408, -87.61768306, -87.61722125, -87.62370181, -87.62373134, -87.61749818, -87.61737144, -87.61883328, -87.62398407, -87.62415237, 41.86749594, 41.86747227, 41.85202301, 41.85136511, 41.84806954, 41.84810976, 41.8529558, 41.85304137, 41.85695454, 41.86000783, 41.86016401, 41.86749594))"
229,East Pilson,"list(c(-87.6381087, -87.64642107, -87.64667436, -87.63769825, -87.63772046, -87.63689151, -87.63710083, -87.6381087, 41.85279522, 41.85253461, 41.85992915, 41.85999939, 41.85794935, 41.85775795, 41.85378314, 41.85279522))"
230,South Loop,"list(c(-87.6455087, -87.63079647, -87.63038412, -87.62722565, -87.62755344, -87.62422727, -87.62361941, -87.62720295, -87.62969612, -87.6312679, -87.63005778, -87.63053183, -87.6305884, -87.6328374, -87.63593147, -87.63701572, -87.63680842, -87.63763737, -87.63753137, -87.6442638, -87.64460463, -87.6450593, -87.6455087, 41.8756401, 41.87555105, 41.86007911, 41.86012186, 41.87565541, 41.87575918, 41.84804712, 41.84707519, 41.84702836, 41.84765925, 41.85193856, 41.85417801, 41.85660128, 41.85611801, 
41.85433518, 41.853969, 41.85775745, 41.85794885, 41.8600605, 41.85997684, 41.86693702, 41.87104008, 41.8756401))"
231,O'Hare,"list(c(-87.84646073, -87.84078469, -87.83952093, -87.83756053, -87.83686173, -87.83649582, -87.82885216, -87.82867453, -87.82811182, -87.82811376, -87.82867674, -87.8286351, -87.83004213, -87.83005012, -87.82962783, -87.82958369, -87.83366485, -87.83367196, -87.82462049, -87.82491797, -87.82674664, -87.8267544, -87.83172509, -87.83176484, -87.83345283, -87.83344462, -87.83372596, -87.83372377, -87.83663094, -87.83663529, -87.84160664, -87.84156594, -87.83790862, -87.83797422, -87.83666166, -87.83671778, 
-87.8415942, -87.84167398, -87.84655107, -87.84646073, 41.98375608, 41.98394181, 41.98362147, 41.98242334, 41.98182549, 41.98063423, 41.9806009, 41.97934046, 41.97933799, 41.97909306, 41.97906055, 41.97839555, 41.97836674, 41.97735205, 41.97738519, 41.97703509, 41.97684298, 41.97593326, 41.97610345, 41.97407533, 41.97408341, 41.97310371, 41.97305556, 41.97396548, 41.97397284, 41.97502252, 41.97502375, 41.97530366, 41.97531628, 41.97475645, 41.97463789, 41.97383293, 41.97381721, 41.97140315, 41.97136249, 
41.97017306, 41.97015906, 41.9719789, 41.97189471, 41.98375608))"
232,Scorsch Forest View,"list(c(-87.84657671, -87.83674856, -87.83705114, -87.84270228, -87.84490744, -87.84685865, -87.84657671, 41.96643211, 41.96657337, 41.95924067, 41.95908161, 41.95982441, 41.9616662, 41.96643211))"
233,O'Hare Airport,"list(c(-87.9400354, -87.93543946, -87.9308247, -87.93083655, -87.92535027, -87.92565385, -87.92046417, -87.92058741, -87.90813166, -87.90781081, -87.90543843, -87.89404494, -87.89422742, -87.88445665, -87.88433094, -87.88032999, -87.87334578, -87.87601336, -87.87602681, -87.87306372, -87.87263428, -87.88048439, -87.88072417, -87.88518836, -87.88725635, -87.89288858, -87.89308621, -87.90641801, -87.9148468, -87.91526594, -87.9222221, -87.92210238, -87.9263902, -87.92636487, -87.93184052, -87.93181414, 
-87.93462595, -87.93461561, -87.93818552, -87.93951838, -87.9400354, 42.00094949, 42.00093365, 42.0039034, 42.00202347, 42.00211469, 42.0010099, 42.00110194, 42.00497291, 42.00514862, 42.00879679, 42.00878797, 42.00531675, 42.00034106, 41.99831271, 41.9951052, 41.99486831, 41.9765937, 41.97660436, 41.97472443, 41.974602, 41.97249912, 41.97308329, 41.96014553, 41.95739836, 41.95829111, 41.95798109, 41.95079366, 41.9509546, 41.95330797, 41.95718006, 41.95831105, 41.95388712, 41.95522945, 41.95921051, 
41.96022508, 41.96442731, 41.96499004, 41.96664882, 41.96444941, 41.96456458, 42.00094949))"
